Lead Score,Name,Address,Phone,Email,Website,Rating,Reviews,Why This Lead,Source
MEDIUM,Lv Dance Studio,"55/2, Cunningham Road, Vasant Nagar, Bengaluru, 560001, Karnataka, India",,,"https://maps.apple.com/place?q=LV%20Dance%20Studio&auid=5965160863222791520&address=55/2,%20Cunningham%20Road,%20Vasant%20Nagar,%20Bengaluru,%20560001,%20Karnataka,%20India&ll=12.98649,77.595071",0,0,Website but no email found; No phone found,ddg_maps
MEDIUM,Mahendra Homes,"Mahendra Homes, 51, 17th Cross, 12th Main
6th Sector, HSR Layout
Banglore
Karnataka 560102
India",-7676764472,,http://www.mahendrahomes.com/,0,0,Website but no email found,ddg_maps
MEDIUM,Bdir.Inhttps://Www.Bdir.In › Best › In ›Gym-In-Ulhasnagar-Mh,"ananthanagar,Bangalore",,,https://www.bdir.in/p/best/in/gym-in-ulhasnagar-mh,0,0,Website but no email found; No phone found,bing
MEDIUM,5Bestincity.Comhttps://Ind.5Bestincity.Com ›Gym-In-Ulhasnagar-Mh,"ananthanagar,Bangalore",,,https://ind.5bestincity.com/gym-in-ulhasnagar-mh,0,0,Website but no email found; No phone found,bing
MEDIUM,Datagemba.Comhttps://Datagemba.Com › In ›Ulhasnagar›Gyms,"ananthanagar,Bangalore",,,https://datagemba.com/b/v/in/ulhasnagar/gyms,0,0,Website but no email found; No phone found,bing
LOW,Techno Gym,"1/1C, Srinivas Nagar, Shanthala Nagar, Bengaluru, 560001, Karnataka, India",-8041125977,improvements@technogym.com,https://www.technogym.com,0,0,Good online presence,ddg_maps
LOW,Itc Royal Gardenia _Fitness,"Shanthala Nagar, Bengaluru, 560001, Karnataka, India",,events@itchotels.com,https://www.itchotels.in/hotels/bengaluru/itcgardenia.html?utm,0,0,No phone found,ddg_maps
LOW,Life Fitness,"25, Sri ML Subbaraju Road, Shanthala Nagar, Bengaluru, 560001, Karnataka, India",-9940226698,sales@lifefitnessindia.com,http://www.lifefitnessindia.com,0,0,Good online presence,ddg_maps
LOW,Ripped Gym And Fitness Center,"Ripped Gym And Fitness Center, Unit 1001/5&6
2nd Cross Road 
Ananth Nagar, 2nd Phase Electronic City 
Bangalore
Karnataka 560100
India",-9611572232,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.rippedblr.com,0,0,Good online presence,ddg_maps
LOW,Beijing Bites,"1357, 12th Cross Road, Ananth Nagar Phase 2, Kammasandra Anekal Taluka, Bengaluru, 560100, Karnataka, India",-8549856804,accounts@beijingbites.com,https://www.beijingbites.com,0,0,Good online presence,ddg_maps
LOW,The Art Of Living,"21st Km Kanakapura Road, Udayapura, Bengaluru, IN 560082",-8067262535,info@artofliving.org,https://www.artofliving.org/art-living-international-center-bangalore-0,4.5,1242,Strong online presence already,ddg_maps
LOW,Cult Fit Fitness Center,"3rd Floor, Sri Chamber's, Above Karnataka Bank, Subbarama Chetty Rd, NR Colony, Basavanagudi, Bangalore, Karnataka 560004, India",,hello@cult.fit,https://www.cult.fit,0,0,No phone found,ddg_maps
LOW,Cult The Workout Station,"688, Outer Ring Road, Jeevan Grih Colony, JP Nagar Phase 2, Bengaluru, Karnataka 560078, India",-7026570443,hello@cultfit.com,https://cultsport.com,0,0,Good online presence,ddg_maps
LOW,"Cult Rajajinagar - Gyms In Nandini Layout, Rajajinaga, Bangalore","Cult Rajajinagar - Gyms in Nandini Layout, Rajajinaga, Bangalore, Floor Ground 
77 Chord Road
Block 1R, Rajaji Nagar
Bengaluru
Karnataka 560010
India",-7026571154,nhello@cultfit.com,https://www.cult.fit/cult/center/rajajinagar/cult-rajajinagar/113,0,0,Good online presence,ddg_maps
LOW,Cult Yelahanka,"1st A Main Road, Opposite State Bank of India, Yelahanka New Town,, Yelahanka, Bengaluru., , Bengaluru, 560073, Karnataka, India",,hello@cult.fit,https://www.cult.fit,0,0,No phone found,ddg_maps
LOW,Threebestrated.Inhttps://Threebestrated.In ›Gym-In-Ulhasnagar-Mh,"ananthanagar,Bangalore",,pjfitnessn999@gmail.com,https://threebestrated.in/gym-in-ulhasnagar-mh,0,0,No phone found,bing
LOW,Goldsgym.Inhttps://Goldsgym.In,"ananthanagar,Bangalore",,hello@goldsgym.in,https://goldsgym.in/,0,0,No phone found,bing
