Lead Score,Name,Address,Phone,Email,Website,Rating,Reviews,Why This Lead,Source
MEDIUM,The Iron Gym,"63D, Karamat Ki Chauki, Kareli, Prayagraj, 211016, Uttar Pradesh, India",+91-7985430347,,"https://maps.apple.com/place?q=The%20Iron%20Gym&auid=1148500354134317882&address=63D,%20Karamat%20Ki%20Chauki,%20Kareli,%20Prayagraj,%20211016,%20Uttar%20Pradesh,%20India&ll=25.425796,81.812358",0.0,0,Website but no email found,ddg_maps
MEDIUM,Gold'S Gym,"55, Vinayak City Centre, Ram Mandir Chauraha, Civil Lines, Prayagraj, 211001, Uttar Pradesh, India",+91-9792447999,,https://goldsgym.in/our-gyms/gold-s-gym-allahabad-civil-lines/,0.0,0,Website but no email found,ddg_maps
MEDIUM,The Galaxy Fitness,"57, Azad Nagar, Azad Square, Prayagraj, 211002, Uttar Pradesh, India",+91-7905149932,,"https://maps.apple.com/place?q=The%20Galaxy%20Fitness&auid=16031572037083191112&address=57,%20Azad%20Nagar,%20Azad%20Square,%20Prayagraj,%20211002,%20Uttar%20Pradesh,%20India&ll=25.441407,81.846159",0.0,0,Website but no email found,ddg_maps
MEDIUM,Cobra Gym,"GTB Nagar, Prayagraj, 211016, Uttar Pradesh, India",,,"https://maps.apple.com/place?q=Cobra%20Gym&auid=18190239497015726254&address=GTB%20Nagar,%20Prayagraj,%20211016,%20Uttar%20Pradesh,%20India&ll=25.428923,81.817646",0.0,0,Website but no email found; No phone found,ddg_maps
MEDIUM,Fitness World Store,"24/H, Ram Mandir Chauraha, Civil Lines, Prayagraj, 211001, Uttar Pradesh, India",,,http://www.fitness-world.in,0.0,0,Website but no email found; No phone found,ddg_maps
MEDIUM,K K Fitness Club,"57/A, Baghambari Gaddi, Pura Dalel, Prayagraj, 211006, Uttar Pradesh, India",+91-8181914203,,"https://maps.apple.com/place?q=K%20K%20Fitness%20Club&auid=9560553835509246639&address=57/A,%20Baghambari%20Gaddi,%20Pura%20Dalel,%20Prayagraj,%20211006,%20Uttar%20Pradesh,%20India&ll=25.447849,81.875818",0.0,0,Website but no email found,ddg_maps
MEDIUM,Fit Flex Pro Gym,"207/A, Sohbatiya Bagh, Prayagraj, 211006, Uttar Pradesh, India",+91-9821660028,,"https://maps.apple.com/place?q=Fit%20Flex%20Pro%20Gym&auid=15559455004520750917&address=207/A,%20Sohbatiya%20Bagh,%20Prayagraj,%20211006,%20Uttar%20Pradesh,%20India&ll=25.446204,81.864752",0.0,0,Website but no email found,ddg_maps
MEDIUM,"3 Best Gym In Allahabad, Up - Expert Recommendations",allahabad,,,https://threebestrated.in/gym-in-allahabad-up,0.0,0,Website but no email found; No phone found,ddg_search
MEDIUM,Best Gym In Allahabad - Top Fitness Centers & Clubs Near Me - Justdial,allahabad,,,https://www.justdial.com/Allahabad/Gyms-Near-Me/nct-11575244,0.0,0,Website but no email found; No phone found,ddg_search
MEDIUM,"20 Best Gyms In Allahabad, India | Datagemba",allahabad,,,https://datagemba.com/b/v/in/allahabad/gyms,0.0,0,Website but no email found; No phone found,ddg_search
MEDIUM,List Of Top Gym In Allahabad,allahabad,,,https://www.addressguru.in/GYM/Allahabad/NA==,0.0,0,Website but no email found; No phone found,ddg_search
MEDIUM,Top 10 Gymnasiums In Allahabad - Best Gyms In Allahabad - Uttar Pradesh,allahabad,,,https://yellowpages.webindia123.com/d-py/Uttar-Pradesh/Allahabad/Gymnasiums-503/1/,0.0,0,Website but no email found; No phone found,ddg_search
MEDIUM,Best Gyms In Allahabad | Top Fitness Centers Near You,allahabad,,,https://benchfitmate.com/allahabad/gyms,0.0,0,Website but no email found; No phone found,ddg_search
MEDIUM,Top 19 Gym In Allahabad Up India - Bdir.In,allahabad,,,https://www.bdir.in/p/best/in/gym-in-allahabad-up,0.0,0,Website but no email found; No phone found,ddg_search
MEDIUM,Fitness Centers & Gyms In Allahabad - Cybo,allahabad,,,https://www.cybo.com/IN/allahabad/fitness-centers/,0.0,0,Website but no email found; No phone found,ddg_search
MEDIUM,"Gyms In Allahabad, Fitness Centres, Gymnasium - Sulekha",allahabad,,,https://www.sulekha.com/gyms/allahabad,0.0,0,Website but no email found; No phone found,ddg_search
MEDIUM,Top Fitness Centres In Allahabad - Best Fitness Centers & Clubs - Justdial,allahabad,,,https://www.justdial.com/Allahabad/Fitness-Centres/nct-10208976,0.0,0,Website but no email found; No phone found,ddg_search
MEDIUM,Top Fitness Centers & Gyms In Allahabad - Explore All Fitness ...,allahabad,,,https://benchfitmate.com/allahabad,0.0,0,Website but no email found; No phone found,ddg_search
MEDIUM,List Of Fitness Centres In Allahabad - Healthfrog,allahabad,,,https://www.healthfrog.in/health-and-fitness/fitness-centres/uttar-pradesh/allahabad,0.0,0,Website but no email found; No phone found,ddg_search
MEDIUM,Top Fitness Centers In Allahabad - Best Fitness Centers & Clubs - Justdial,allahabad,,,https://t.justdial.com/Allahabad/Fitness-Centers/nct-10208976,0.0,0,Website but no email found; No phone found,ddg_search
MEDIUM,Top 10 Fitness Centers In Allahabad - Health Clubs In Allahabad - Uttar ...,allahabad,,,https://yellowpages.webindia123.com/d-py/Uttar-Pradesh/Allahabad/Fitness-Centers-Health-Clubs-503/2/,0.0,0,Website but no email found; No phone found,ddg_search
MEDIUM,"5 Best Gym In Allahabad (Prayagraj), Up - 5Bestincity.Com",allahabad,,,https://ind.5bestincity.com/gym-in-allahabad-up,0.0,0,Website but no email found; No phone found,ddg_search
MEDIUM,Gold'S Gym Allahabad Civil Lines,allahabad,,,https://goldsgym.in/our-gyms/gold-s-gym-allahabad-civil-lines/,0.0,0,Website but no email found; No phone found,ddg_search
MEDIUM,19 Best Gym In Allahabad Up India | Bizdir24,allahabad,,,https://bizdir24.com/s/in/gym-in-allahabad-up,0.0,0,Website but no email found; No phone found,ddg_search
