Lead Score,Name,Address,Phone,Email,Website,Rating,Reviews,Why This Lead,Source
MEDIUM,Dental Health Clinic,"288A, 8th Main Road, Block 2, Jayanagar East, Bengaluru, 560011, Karnataka, India",-9845589475,,"https://maps.apple.com/place?q=Dental%20Health%20Clinic&auid=14964653512739184190&address=288A,%208th%20Main%20Road,%20Block%202,%20Jayanagar%20East,%20Bengaluru,%20560011,%20Karnataka,%20India&ll=12.938227,77.582908",0,0,Website but no email found,ddg_maps
MEDIUM,Max Cure Speciality Clinic,"20, 5th Cross Road, Bangalore University Layout, Rajarajeshwari Nagar, Bengaluru, 560098, Karnataka, India",-8884365474,,http://online.justdial.com/bangalore/rajarajeshwari-nagar/max-cure-speciality-clinic/maxcurespecialityclinic,0,0,Website but no email found,ddg_maps
MEDIUM,Care Dental Hospital,"387, 7th Main Road, The Jayanagar Cooperative Housing Society, Padmanabhanagar, Bengaluru, Karnataka 560070, India",-8050055686,,"https://maps.apple.com/place?q=Care%20Dental%20Hospital&auid=13184984246909539676&address=387,%207th%20Main%20Road,%20The%20Jayanagar%20Cooperative%20Housing%20Society,%20Padmanabhanagar,%20Bengaluru,%20Karnataka%20560070,%20India&ll=12.918047,77.559255",0,0,Website but no email found,ddg_maps
MEDIUM,Bangalore Hospital,"13th Cross Road, Block 2, Jayanagar East, Bengaluru, 560004, Karnataka, India",-8025922386,,http://bangalorehospital.co.in/genisis.htm,0,0,Website but no email found,ddg_maps
MEDIUM,"Best Dentists Near Me In Jayanagar, Bangalore - Practo","jayanagar,bangalore",,,https://www.practo.com/bangalore/dentist/jayanagar,0,0,Website but no email found; No phone found,ddg_search
MEDIUM,Ramitha Dental Clinic - Home,"jayanagar,bangalore",,,https://dentalclinicjayanagar.com/,0,0,Website but no email found; No phone found,ddg_search
MEDIUM,Dentist In Jayanagar Bangalore,"jayanagar,bangalore",,,https://www.dentistjayanagar.com/,0,0,Website but no email found; No phone found,ddg_search
MEDIUM,Powersmiles | Dental Clinics | Dentagama,"jayanagar,bangalore",,,https://dentagama.com/dentists/powersmiles,0,0,Website but no email found; No phone found,ddg_search
MEDIUM,"330 Dental Clinics In Jayanagar, Bangalore - Practo","jayanagar,bangalore",,,https://www.practo.com/bangalore/clinics/dental-clinics/jayanagar,0,0,Website but no email found; No phone found,ddg_search
MEDIUM,"Best Dental Surgeons In Jayanagar 4Th T Block, Bangalore - Justdial","jayanagar,bangalore",,,https://www.justdial.com/Bangalore/Dental-Surgeons-in-Jayanagar-4Th-T-Block/nct-10156265,0,0,Website but no email found; No phone found,ddg_search
MEDIUM,"Top Dentists And Dental Clinics In Jaya Nagar 2Nd Block, Bangalore","jayanagar,bangalore",,,https://www.asklaila.com/search/Bangalore/jaya-nagar-2nd-block/dentists-and-dental-clinics/,0,0,Website but no email found; No phone found,ddg_search
LOW,Excel Dental Care,"Excel Dental Care, 884,19th main, 39th Cross Road
Jayanagar, 4th T block
Bengaluru
Karnataka 560041
India",-9483151552,1exceldentalcare@gmail.com,https://www.exceldentalcare.in,0,0,Good online presence,ddg_maps
LOW,Sabka Dentist,"183/A, 11th Main Road, Block 4, Jayanagar, Bengaluru, 560011, Karnataka, India",-8069407809,customerservice@sabkadentist.com,http://www.sabkadentist.com,0,0,Good online presence,ddg_maps
LOW,Manipal Hospitals,"45/1 45th Cross Road, Jayanagar, Bengaluru, Karnataka 560069, India",-8001024556,info@manipalhospitals.com,https://www.manipalhospitals.com/jayanagar/,0,0,Good online presence,ddg_maps
LOW,Apollo Dental,"A-56, 32nd Cross Road, Block 7, Jayanagar, Bengaluru, 560070, Karnataka, India",-7899210409,info@apollodental.in,https://apollodental.in/bengaluru/jayanagar/our-clinics/apollo-dental-clinic-in-jayanagar,0,0,Good online presence,ddg_maps
LOW,Smile Up,"240, 37th A Cross Road, Block 9, Jayanagar, Bengaluru, 560069, Karnataka, India",-9886912024,appointment@smileupdental.co.in,http://www.smileupdental.co.in,0,0,Good online presence,ddg_maps
LOW,Toothpix Dental Healthcare,"120, 29th D Cross Road, Block 4, Jayanagar, Bengaluru, 560011, Karnataka, India",-8105928748,toothpixglobal@gmail.com,http://www.toothpixglobal.com,0,0,Good online presence,ddg_maps
LOW,Geetha Dental Clinic,"8/1, 6th Main Road, Tata Silk Farm, Jayanagar, Bengaluru, 560004, Karnataka, India",-9900007990,drdharmi@gmail.com,http://alignersbraces.com,0,0,Good online presence,ddg_maps
LOW,Clove Dental,"1200, 26th Main Road, Block 9, Jayanagar, Bengaluru, 560069, Karnataka, India",-8033553141,care@clovedental.com,https://clovedental.in/dentist-near-me/bengaluru/jayanagar-9th-block,0,0,Good online presence,ddg_maps
LOW,Mukha Facial Surgery & Dental Implant Center,"8th Block, 134, 42nd Cross, 3rd Main, Jayanagar, Bengaluru, Karnataka 560082, India",-8123435969,girishrao66@gmail.com,http://www.faciomaxillarysurgery.com,0,0,Good online presence,ddg_maps
LOW,Bangalore Institute Of Dental Science & Hospital,"Hosur Main Road, Lakkasandra, Bengaluru, Karnataka 560027, India",-8041227972,vefbids@gmail.com,http://www.bids.edu,0,0,Good online presence,ddg_maps
LOW,Best Dental Clinic In Jayanagar Bangalore - Sabka Dentist,"jayanagar,bangalore",,customerservice@sabkadentist.com,https://sabkadentist.com/dental-clinics-in-bangalore/jayanagar/,0,0,No phone found,ddg_search
LOW,"Dentists In Jayanagar, Bangalore - Book Instant Appointment, Consult ...","jayanagar,bangalore",,hello@lybrate.com,https://www.lybrate.com/bangalore/dentist/jayanagar-bangalore,0,0,No phone found,ddg_search
LOW,Lalitha Dental Clinic In Jayanagar | Best Dentist Bangalore | Dental ...,"jayanagar,bangalore",,appointments@ldsc.in,https://www.ldsc.in/,0,0,No phone found,ddg_search
LOW,"Dental Clinic - Excel Dental Care | Jayanagar, Bengaluru","jayanagar,bangalore",,1exceldentalcare@gmail.com,https://www.exceldentalcare.in/,0,0,No phone found,ddg_search
LOW,"Top 10 Dentist In Jayanagar, Bangalore - Read Reviews, 2026 Updated List","jayanagar,bangalore",,care@365doctor.in,https://www.365doctor.in/bangalore/dentist-in-jayanagar,0,0,No phone found,ddg_search
LOW,Dental Clinic In Jayanagar 4Th Block | Dentist In 4Th Block Jayanagar,"jayanagar,bangalore",,contactus@manyadental.in,https://manyadental.in/dental-clinic-4th-block-jayanagar,0,0,No phone found,ddg_search
LOW,Top Dental Clinic Jayanagar | No.1 In Bengalore,"jayanagar,bangalore",,online@parthadental.com,https://parthadental.com/dental-skin-hair-clinic-jayanagar/,0,0,No phone found,ddg_search
LOW,Zhihu.Comhttps://Www.Zhihu.Com › Question,"jayanagar,bangalore",,2d8d764432cc4f6fb3bc78ab9528299d@crash2.zhihu.com,https://www.zhihu.com/question/1914023697024525407,0,0,No phone found,bing
LOW,Zhihu.Comhttps://Www.Zhihu.Com › Zvideo,"jayanagar,bangalore",,2d8d764432cc4f6fb3bc78ab9528299d@crash2.zhihu.com,https://www.zhihu.com/zvideo/1681660335285690368,0,0,No phone found,bing
